From_ID,To_ID,NearRank,From_attribute_0,From_ID_Orig,From_Latitude,From_Longitude,To_region,To_district,To_ward,To_latitude,To_longitude,To_bank_type,To_bank_name,To_weekend_trading,To_yr_started,To_yr_started_reformatted,Total_Kilometers
849,541,2,,2382,-10.17033195,39.85831392,Lindi,Lindi Urban,Makonde,-9.99718,39.71704,Commercial Bank,Tanzania Postal Bank,Yes,01/01/70,1970-1-01,24.62909565
850,407,1,,3709,-5.18260016,38.789581,Tanga,Muheza,Majengo,-5.17676,38.79311,Commercial Bank,National Microfinance Bank Plc,Yes,25/03/97,1997-3-01,0.75509188
850,231,2,,3709,-5.18260016,38.789581,Tanga,Tanga,Ngamiani Kaskazini,-5.07642,39.0988,Commercial Bank,Diamond Trust Bank (Tanzania) Limited,Yes,31/01/10,2010-1-01,36.24003778
851,364,1,,6560,-3.42067029,34.09756489,Shinyanga,Meatu,Mwanhuze,-3.523,34.31014,Commercial Bank,National Microfinance Bank Plc,No,17/12/13,2013-12-01,26.19107693
851,368,2,,6560,-3.42067029,34.09756489,Shinyanga,Maswa,Nyalikungu,-3.1826,33.78071,Commercial Bank,National Microfinance Bank Plc,No,02/07/87,1987-7-01,43.96639827
852,493,1,,6932,-2.46999535,32.38502951,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,34.94335671
852,437,2,,6932,-2.46999535,32.38502951,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,35.02188351
853,329,1,,2762,-6.75367511,36.46757132,Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34938,36.48747,Commercial Bank,National Microfinance Bank Plc,Yes,25/09/03,2003-9-01,44.76461604
853,142,2,,2762,-6.75367511,36.46757132,Dodoma,Mpwapwa,Mpwapwa Mjini,-6.34607,36.48602,Commercial Bank,CRDB Bank Plc,Yes,28/10/13,2013-10-01,45.12268699
854,163,1,,3618,-3.29107853,37.37256887,Kilimanjaro,Moshi Urban,Longuo,-3.31938,37.3285,Commercial Bank,CRDB Bank Plc,Yes,20/03/09,2009-3-01,5.8121118
854,610,2,,3618,-3.29107853,37.37256887,Kilimanjaro,Moshi Urban,Kilimanjaro,-3.3463,37.34505,Community Bank,Mwanga Rural Community Bank,Yes,02/11/12,2012-11-01,6.82933815
855,513,1,,6786,-3.1927904,32.79722007,Shinyanga,Kahama,Bugarama,-3.29172,32.40645,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,20/11/03,2003-11-01,44.78768269
855,412,2,,6786,-3.1927904,32.79722007,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,50.68280515
856,365,1,,3044,-7.86861193,35.40657115,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,33.7569094
856,89,2,,3044,-7.86861193,35.40657115,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,33.80900989
857,533,1,,9447,-7.60166215,39.2496332,Pwani,Rufiji,Ikwiriri,-7.95037,38.98457,Commercial Bank,Tanzania Postal Bank,No,23/11/94,1994-11-01,48.39508991
857,326,2,,9447,-7.60166215,39.2496332,Pwani,Mkuranga,Mkuranga,-7.1232,39.20245,Commercial Bank,National Microfinance Bank Plc,Yes,08/02/07,2007-2-01,53.17014519
858,89,1,,1679,-7.64652312,35.75629141,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,15.72516295
858,365,2,,1679,-7.64652312,35.75629141,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,15.75419034
859,278,1,,1915,-5.24589292,39.78104869,Tanga,Tanga,Central,-5.07023,39.10534,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,02/10/03,2003-10-01,77.39439175
859,433,2,,1915,-5.24589292,39.78104869,Tanga,Tanga,Central,-5.0712,39.10258,Commercial Bank,National Microfinance Bank Plc,Yes,30/10/97,1997-10-01,77.66384073
860,146,1,,3831,-8.48166723,32.08514055,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,76.81888204
860,530,2,,3831,-8.48166723,32.08514055,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,77.11767875
861,434,1,,927,-4.89523842,38.575309,Tanga,Korogwe,Mombo,-4.88762,38.29037,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,31.61574557
861,421,2,,927,-4.89523842,38.575309,Tanga,Korogwe,Korogwe,-5.15729,38.44849,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,32.21070951
862,198,1,,8194,-5.05358241,35.8648059,Dodoma,Kondoa,Kondoa Mjini,-4.90991,35.79084,Commercial Bank,CRDB Bank Plc,Yes,18/06/12,2012-6-01,17.88034253
862,403,2,,8194,-5.05358241,35.8648059,Dodoma,Kondoa,Kondoa Mjini,-4.90822,35.78931,Commercial Bank,National Microfinance Bank Plc,Yes,22/01/06,2006-1-01,18.12435864
863,482,1,,2526,-4.9437278,38.91511742,Tanga,Tanga,Central,-5.07138,39.10165,Commercial Bank,NBC Bank Limited,Yes,01/01/70,1970-1-01,25.04345512
863,431,2,,2526,-4.9437278,38.91511742,Tanga,Tanga,Central,-5.07162,39.10158,Commercial Bank,National Microfinance Bank Plc,Yes,29/06/06,2006-6-01,25.05200609
864,361,1,,4074,-5.98725257,38.22131295,Tanga,Handeni,Chanika,-5.42647,38.01688,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,66.01953495
864,24,2,,4074,-5.98725257,38.22131295,Pwani,Bagamoyo,Dunda,-6.44428,38.90785,Commercial Bank,Akiba Commercial Bank Limited,Yes,14/11/11,2011-11-01,91.25326534
865,188,1,,3333,-2.76749569,32.11582406,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,17.03399319
865,473,2,,3333,-2.76749569,32.11582406,Mwanza,Geita,Kalangala,-2.87273,32.22859,Commercial Bank,NBC Bank Limited,No,01/01/01,2001-1-01,17.10578539
866,445,1,,7695,-1.51078769,33.80806281,Mara,Musoma Urban,Mukendo,-1.4987,33.80921,Commercial Bank,NBC Bank Limited,Yes,10/08/10,2010-8-01,1.34267942
866,166,2,,7695,-1.51078769,33.80806281,Mara,Musoma Urban,Mukendo,-1.49542,33.8079,Commercial Bank,CRDB Bank Plc,Yes,10/09/11,2011-9-01,1.69937731
867,445,1,,9223,-1.86616359,33.85723914,Mara,Musoma Urban,Mukendo,-1.4987,33.80921,Commercial Bank,NBC Bank Limited,Yes,10/08/10,2010-8-01,40.98232519
867,166,2,,9223,-1.86616359,33.85723914,Mara,Musoma Urban,Mukendo,-1.49542,33.8079,Commercial Bank,CRDB Bank Plc,Yes,10/09/11,2011-9-01,41.3610353
868,357,1,,7956,-5.7251834,37.09643485,Tanga,Kilindi,Songe,-5.57134,37.28975,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/08,2008-12-01,27.3509977
868,174,2,,7956,-5.7251834,37.09643485,Dodoma,Kongwa,Kibaigwa,-6.08117,36.64954,Commercial Bank,CRDB Bank Plc,Yes,15/01/12,2012-1-01,63.23474917
869,437,1,,1196,-2.86019345,32.52112715,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,26.84933785
869,493,2,,1196,-2.86019345,32.52112715,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,26.89227806
870,218,1,,9066,-10.75095115,38.53118623,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,29.76830305
870,205,2,,9066,-10.75095115,38.53118623,Mtwara,Masasi,Masasi,-10.7309,38.80265,Commercial Bank,CRDB Bank Plc,Yes,06/12/10,2010-12-01,29.77593619
871,47,1,,2244,-2.64762721,32.291563,Mwanza,Geita,Kalangala,-2.87043,32.23758,Commercial Bank,Azania Bank Limited,Yes,15/01/08,2008-1-01,25.35749479
871,473,2,,2244,-2.64762721,32.291563,Mwanza,Geita,Kalangala,-2.87273,32.22859,Commercial Bank,NBC Bank Limited,No,01/01/01,2001-1-01,25.85726772
872,333,1,,4881,-4.36068731,29.96399549,Kigoma,Kasulu,Kasulu Mjini,-4.5733,30.09721,Commercial Bank,National Microfinance Bank Plc,No,22/04/87,1987-4-01,27.77315875
872,151,2,,4881,-4.36068731,29.96399549,Kigoma,Kasulu,Kasulu Mjini,-4.58171,30.10193,Commercial Bank,CRDB Bank Plc,Yes,13/03/12,2012-3-01,28.83929228
873,611,1,,9079,-4.07186343,37.95454358,Kilimanjaro,Same,Same Mjini,-4.06781,37.7411,Community Bank,Mwanga Rural Community Bank,Yes,03/12/12,2012-12-01,23.70515057
873,335,2,,9079,-4.07186343,37.95454358,Kilimanjaro,Same,Same Mjini,-4.06711,37.73741,Commercial Bank,National Microfinance Bank Plc,Yes,05/08/75,1975-8-01,24.116383
874,420,1,,1845,-2.74482089,31.38137532,Kagera,Ngara,Ngara Mjini,-2.50943,30.65881,Commercial Bank,National Microfinance Bank Plc,No,01/10/97,1997-10-01,84.46223426
874,188,2,,1845,-2.74482089,31.38137532,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,94.93418949
875,492,1,,3031,-10.25974413,39.92044776,Mtwara,Mtwara Urban,Vigaeni,-10.27624,40.18235,Commercial Bank,Tanzania Postal Bank,Yes,05/10/08,2008-10-01,28.74890878
875,409,2,,3031,-10.25974413,39.92044776,Mtwara,Mtwara Urban,Vigaeni,-10.27206,40.18435,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/89,1989-10-01,28.94231435
876,118,1,,1944,-10.2278716,40.2238925,Mtwara,Mtwara Urban,Shangani,-10.27015,40.1864,Commercial Bank,Commercial Bank of Africa (Tanzania) Limited,Yes,05/05/13,2013-5-01,6.22415081
876,75,2,,1944,-10.2278716,40.2238925,Mtwara,Mtwara Urban,Railway,-10.27137,40.18777,Commercial Bank,Bank of Africa (Tanzania) Limited,Yes,20/10/13,2013-10-01,6.22975193
877,401,1,,4420,-10.86079702,39.2802203,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,39.78160505
877,408,2,,4420,-10.86079702,39.2802203,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,52.96517592
878,562,1,,7866,-9.40450328,39.59748993,Lindi,Kilwa,Masoko,-8.93525,39.51085,Commercial Bank,Tanzania Postal Bank,Yes,07/01/70,1970-1-01,52.76687334
878,397,2,,7866,-9.40450328,39.59748993,Lindi,Kilwa,Masoko,-8.93061,39.5128,Commercial Bank,National Microfinance Bank Plc,Yes,01/01/70,1970-1-01,53.23384105
879,222,1,,76,-6.81565714,39.27309934,Dar es Salaam,Ilala,Kariakoo,-6.81543,39.27487,Commercial Bank,Diamond Trust Bank (Tanzania) Limited,Yes,19/12/13,2013-12-01,0.19733226
879,13,2,,76,-6.81565714,39.27309934,Dar es Salaam,Ilala,Kariakoo,-6.81728,39.27391,Commercial Bank,African Banking Corporation (Tanzania) Limited,Yes,19/12/13,2013-12-01,0.20059603
880,138,1,,422,-5.17430493,38.46647416,Tanga,Korogwe,Korogwe,-5.15813,38.44886,Commercial Bank,CRDB Bank Plc,Yes,14/03/08,2008-3-01,2.64823275
880,421,2,,422,-5.17430493,38.46647416,Tanga,Korogwe,Korogwe,-5.15729,38.44849,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,2.74152359
881,393,1,,4512,-6.6434829,38.35393207,Pwani,Bagamoyo,Dunda,-6.44641,38.90771,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,65.00917458
881,24,2,,4512,-6.6434829,38.35393207,Pwani,Bagamoyo,Dunda,-6.44428,38.90785,Commercial Bank,Akiba Commercial Bank Limited,Yes,14/11/11,2011-11-01,65.1032087
882,161,1,,6198,-3.25508296,37.00144503,Kilimanjaro,Moshi Rural,Mamba Kaskazini,-3.33434,37.14559,Commercial Bank,CRDB Bank Plc,No,14/02/04,2004-2-01,18.26041815
882,471,2,,6198,-3.25508296,37.00144503,Kilimanjaro,Moshi Rural,Mamba Kaskazini,-3.33429,37.14645,Commercial Bank,NBC Bank Limited,No,15/08/96,1996-8-01,18.3416873
883,532,1,,7979,-4.74582657,29.69714234,Kigoma,Kigoma Urban,Kigoma town,-4.87856,29.62983,Commercial Bank,Tanzania Postal Bank,Yes,29/09/12,2012-9-01,16.4680598
883,330,2,,7979,-4.74582657,29.69714234,Kigoma,Kigoma Urban,Kigoma town,-4.88017,29.63155,Commercial Bank,National Microfinance Bank Plc,No,27/11/83,1983-11-01,16.54212383
884,401,1,,5834,-10.99486634,39.43179585,Mtwara,Tandahimba,Tandahimba,-10.7685,39.63182,Commercial Bank,National Microfinance Bank Plc,Yes,07/08/95,1995-8-01,33.24467896
884,408,2,,5834,-10.99486634,39.43179585,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,73.70250383
885,333,1,,8621,-4.57523246,30.09786571,Kigoma,Kasulu,Kasulu Mjini,-4.5733,30.09721,Commercial Bank,National Microfinance Bank Plc,No,22/04/87,1987-4-01,0.22574304
885,151,2,,8621,-4.57523246,30.09786571,Kigoma,Kasulu,Kasulu Mjini,-4.58171,30.10193,Commercial Bank,CRDB Bank Plc,Yes,13/03/12,2012-3-01,0.84645871
886,502,1,,5100,-5.97886526,39.31083429,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,23.43253513
886,494,2,,5100,-5.97886526,39.31083429,Zanzibar,Zanzibar,Bububu,-6.15884,39.19744,Commercial Bank,Tanzania Postal Bank,No,11/04/06,2006-4-01,23.53068197
887,229,1,,1010,-3.36804777,36.73387703,Arusha,Arusha,Sekei,-3.3639,36.70337,Commercial Bank,Diamond Trust Bank (Tanzania) Limited,Yes,07/01/12,2012-1-01,3.42109539
887,272,2,,1010,-3.36804777,36.73387703,Arusha,Arusha,Ngarenaro,-3.3781,36.70425,Commercial Bank,Exim Bank (Tanzania) Limited,Yes,21/11/12,2012-11-01,3.47497017
888,146,1,,1153,-7.97534694,31.62897503,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,1.62129286
888,530,2,,1153,-7.97534694,31.62897503,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,1.8960701
889,63,1,,9349,-6.8671909,39.28419354,Dar es Salaam,Temeke,Mtoni,-6.87318,39.27225,Commercial Bank,Bank of Africa (Tanzania) Limited,No,14/06/08,2008-6-01,1.47691252
889,363,2,,9349,-6.8671909,39.28419354,Dar es Salaam,Temeke,Kurasini,-6.85295,39.28283,Commercial Bank,National Microfinance Bank Plc,No,16/05/11,2011-5-01,1.58209659
890,555,1,,7268,-8.61093207,35.03068173,Iringa,Njombe,Makambako,-8.84419,34.82428,Commercial Bank,Tanzania Postal Bank,Yes,03/06/12,2012-6-01,34.37145405
890,459,2,,7268,-8.61093207,35.03068173,Iringa,Njombe,Makambako,-8.84414,34.82323,Commercial Bank,NBC Bank Limited,Yes,28/01/07,2007-1-01,34.44377601
891,398,1,,2031,-2.53997485,34.0718137,Shinyanga,Bariadi,Bariadi,-2.80155,33.98802,Commercial Bank,National Microfinance Bank Plc,Yes,02/09/74,1974-9-01,30.3879194
891,190,2,,2031,-2.53997485,34.0718137,Shinyanga,Bariadi,Bariadi,-2.80544,33.98531,Commercial Bank,CRDB Bank Plc,No,20/09/12,2012-9-01,30.8901387
892,533,1,,9456,-7.72005359,38.93841317,Pwani,Rufiji,Ikwiriri,-7.95037,38.98457,Commercial Bank,Tanzania Postal Bank,No,23/11/94,1994-11-01,25.97551072
892,326,2,,9456,-7.72005359,38.93841317,Pwani,Mkuranga,Mkuranga,-7.1232,39.20245,Commercial Bank,National Microfinance Bank Plc,Yes,08/02/07,2007-2-01,72.15682333
893,334,1,,7828,-7.4907163,30.5966174,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,48.90912931
894,497,1,,7464,-6.41810259,39.5489052,Zanzibar,Zanzibar,Fuoni Kibondeni,-6.41352,39.55512,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,06/05/11,2011-5-01,0.8541202
894,498,2,,7464,-6.41810259,39.5489052,Zanzibar,Zanzibar,Mtoni,-6.19667,39.21155,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,01/06/12,2012-6-01,44.64365136
895,334,1,,7702,-7.31578411,30.62863744,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,49.84628648
896,319,1,,1443,-4.31059971,35.74174693,Manyara,Babati,Babati,-4.21459,35.7479,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,10.6387452
896,528,2,,1443,-4.31059971,35.74174693,Manyara,Babati,Babati,-4.21416,35.74862,Commercial Bank,Tanzania Postal Bank,No,01/01/07,2007-1-01,10.69159669
897,360,1,,4034,-9.9103216,38.99306105,Lindi,Ruangwa,Ruangwa,-10.0745,38.93625,Commercial Bank,National Microfinance Bank Plc,Yes,02/01/09,2009-1-01,19.19798362
897,133,2,,4034,-9.9103216,38.99306105,Lindi,Nachingwea,Nambambo,-10.3605,38.76145,Commercial Bank,CRDB Bank Plc,Yes,08/10/13,2013-10-01,55.89010942
898,151,1,,4876,-4.6669317,30.09223872,Kigoma,Kasulu,Kasulu Mjini,-4.58171,30.10193,Commercial Bank,CRDB Bank Plc,Yes,13/03/12,2012-3-01,9.48509659
898,333,2,,4876,-4.6669317,30.09223872,Kigoma,Kasulu,Kasulu Mjini,-4.5733,30.09721,Commercial Bank,National Microfinance Bank Plc,No,22/04/87,1987-4-01,10.36862261
899,294,1,,285,-2.4899156,32.91061595,Mwanza,Ilemela,Ilemela,-2.50981,32.90316,Commercial Bank,I & M Bank (Tanzania) Limited,Yes,16/01/11,2011-1-01,2.35093761
899,210,2,,285,-2.4899156,32.91061595,Mwanza,Ilemela,Ilemela,-2.5104,32.90273,Commercial Bank,CRDB Bank Plc,Yes,11/02/10,2010-2-01,2.42895823
900,462,1,,1788,-9.29497645,32.75956257,Mbeya,Mbozi,Tunduma,-9.30521,32.76331,Commercial Bank,NBC Bank Limited,Yes,18/05/08,2008-5-01,1.20442441
900,76,2,,1788,-9.29497645,32.75956257,Mbeya,Mbozi,Tunduma,-9.30604,32.76389,Commercial Bank,Bank of Africa (Tanzania) Limited,Yes,20/03/11,2011-3-01,1.31278755
901,218,1,,9139,-10.75083748,38.5308176,Mtwara,Masasi,Masasi,-10.7309,38.80258,Commercial Bank,DCB Commercial Bank Plc,Yes,26/10/10,2010-10-01,29.80757961
901,205,2,,9139,-10.75083748,38.5308176,Mtwara,Masasi,Masasi,-10.7309,38.80265,Commercial Bank,CRDB Bank Plc,Yes,06/12/10,2010-12-01,29.81521305
902,502,1,,4594,-5.93177535,39.29587584,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,27.30398577
902,310,2,,4594,-5.93177535,39.29587584,Zanzibar,Zanzibar,Mwakaje,-6.15717,39.19412,Commercial Bank,KCB Bank (Tanzania) Limited,No,28/07/11,2011-7-01,27.35293752
903,128,1,,3010,-8.87057506,34.9561353,Iringa,Njombe,Makambako,-8.85659,34.82471,Commercial Bank,CRDB Bank Plc,Yes,17/09/10,2010-9-01,14.53914584
903,555,2,,3010,-8.87057506,34.9561353,Iringa,Njombe,Makambako,-8.84419,34.82428,Commercial Bank,Tanzania Postal Bank,Yes,03/06/12,2012-6-01,14.79482535
904,435,1,,4758,-4.62487919,38.21833566,Tanga,Lushoto,Lushoto,-4.79396,38.29226,Commercial Bank,National Microfinance Bank Plc,Yes,31/10/97,1997-10-01,20.41700226
904,434,2,,4758,-4.62487919,38.21833566,Tanga,Korogwe,Mombo,-4.88762,38.29037,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,30.13336618
905,143,1,,4644,-6.48468412,35.93832226,Dodoma,Dodoma Urban,Ng'ong'ona,-6.22129,35.81065,Commercial Bank,CRDB Bank Plc,Yes,18/04/11,2011-4-01,32.37262362
905,331,2,,4644,-6.48468412,35.93832226,Dodoma,Dodoma Urban,Ng'ong'ona,-6.22093,35.81019,Commercial Bank,National Microfinance Bank Plc,No,29/05/12,2012-5-01,32.4306622
906,513,1,,2435,-3.28188744,32.87829335,Shinyanga,Kahama,Bugarama,-3.29172,32.40645,Commercial Bank,Stanbic Bank (Tanzania) Limited,No,20/11/03,2003-11-01,52.45080505
906,412,2,,2435,-3.28188744,32.87829335,Mwanza,Misungwi,Misungwi,-2.83156,33.07785,Commercial Bank,National Microfinance Bank Plc,Yes,20/01/09,2009-1-01,54.51364283
907,188,1,,1585,-3.00520605,31.92289949,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,36.55958407
907,411,2,,1585,-3.00520605,31.92289949,Mwanza,Geita,Kalangala,-2.8732,32.22879,Commercial Bank,National Microfinance Bank Plc,No,16/01/99,1999-1-01,37.00741443
908,437,1,,3190,-2.71017565,32.72590337,Mwanza,Sengerema,Sengerema,-2.65089,32.64353,Commercial Bank,National Microfinance Bank Plc,No,24/02/99,1999-2-01,11.26400855
908,493,2,,3190,-2.71017565,32.72590337,Mwanza,Sengerema,Sengerema,-2.65021,32.64314,Commercial Bank,Tanzania Postal Bank,No,26/02/11,2011-2-01,11.34310033
909,151,1,,3098,-4.66903768,29.99897946,Kigoma,Kasulu,Kasulu Mjini,-4.58171,30.10193,Commercial Bank,CRDB Bank Plc,Yes,13/03/12,2012-3-01,14.95815764
909,333,2,,3098,-4.66903768,29.99897946,Kigoma,Kasulu,Kasulu Mjini,-4.5733,30.09721,Commercial Bank,National Microfinance Bank Plc,No,22/04/87,1987-4-01,15.19484114
910,430,1,,3150,-2.39906764,31.70239857,Kagera,Muleba,Muleba,-1.845,31.64795,Commercial Bank,National Microfinance Bank Plc,No,18/11/97,1997-11-01,61.56516401
910,188,2,,3150,-2.39906764,31.70239857,Mwanza,Geita,Kalangala,-2.87527,32.22529,Commercial Bank,CRDB Bank Plc,Yes,01/01/09,2009-1-01,78.44597627
911,408,1,,8058,-10.618409,38.8108276,Mtwara,Masasi,Masasi,-10.72288,38.81644,Commercial Bank,National Microfinance Bank Plc,Yes,04/10/97,1997-10-01,11.57208445
911,469,2,,8058,-10.618409,38.8108276,Mtwara,Masasi,Masasi,-10.72298,38.81536,Commercial Bank,NBC Bank Limited,Yes,11/02/04,2004-2-01,11.57746765
912,339,1,,1484,-3.68110921,30.58988703,Kigoma,Kibondo,Kibondo Mjini,-3.58551,30.71895,Commercial Bank,National Microfinance Bank Plc,Yes,24/01/90,1990-1-01,17.81417039
913,334,1,,7692,-7.42661349,31.37076455,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,37.50865054
913,332,2,,7692,-7.42661349,31.37076455,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,64.65096351
914,22,1,,9000,-6.29596036,35.49693201,Dodoma,Dodoma Urban,Madukani,-6.17918,35.74304,Commercial Bank,Akiba Commercial Bank Limited,Yes,07/04/13,2013-4-01,30.14223907
914,575,2,,9000,-6.29596036,35.49693201,Dodoma,Dodoma Urban,Madukani,-6.17927,35.74337,Commercial Bank,Twiga Bancorp,Yes,01/11/12,2012-11-01,30.17098338
915,89,1,,9060,-7.99953707,35.84842097,Iringa,Iringa Urban,Gangilonga,-7.77669,35.69893,Commercial Bank,Barclays Bank (Tanzania) Limited,Yes,01/12/08,2008-12-01,29.65073076
915,365,2,,9060,-7.99953707,35.84842097,Iringa,Iringa Urban,Gangilonga,-7.77677,35.69846,Commercial Bank,National Microfinance Bank Plc,Yes,01/02/97,1997-2-01,29.67222787
916,63,1,,9251,-6.86754999,39.28335746,Dar es Salaam,Temeke,Mtoni,-6.87318,39.27225,Commercial Bank,Bank of Africa (Tanzania) Limited,No,14/06/08,2008-6-01,1.37652407
916,363,2,,9251,-6.86754999,39.28335746,Dar es Salaam,Temeke,Kurasini,-6.85295,39.28283,Commercial Bank,National Microfinance Bank Plc,No,16/05/11,2011-5-01,1.61566345
917,499,1,,6509,-6.0902643,39.42549687,Zanzibar,Zanzibar,Mwanakwerekwe,-6.17699,39.22488,Commercial Bank,Peoples' Bank of Zanzibar Limited,No,09/01/10,2010-1-01,24.18821165
917,502,2,,6509,-6.0902643,39.42549687,Zanzibar,Zanzibar,Bububu,-6.15897,39.19932,Commercial Bank,Peoples' Bank of Zanzibar Limited,Yes,12/07/12,2012-7-01,26.16270611
918,334,1,,8936,-7.04407278,30.56096686,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,73.24001973
918,148,2,,8936,-7.04407278,30.56096686,Rukwa,Mpanda,Kashaulili,-6.34465,31.06997,Commercial Bank,CRDB Bank Plc,Yes,17/08/11,2011-8-01,95.65575377
919,146,1,,8419,-8.77457001,31.9375632,Rukwa,Sumbawanga Urban,Katandala,-7.96714,31.61679,Commercial Bank,CRDB Bank Plc,Yes,10/05/96,1996-5-01,96.03492481
919,530,2,,8419,-8.77457001,31.9375632,Rukwa,Sumbawanga Urban,Katandala,-7.96457,31.6156,Commercial Bank,Tanzania Postal Bank,No,07/01/09,2009-1-01,96.34748533
920,474,1,,1769,-2.54593193,32.95869061,Mwanza,Ilemela,Igoma,-2.5405,32.96061,Commercial Bank,NBC Bank Limited,No,01/01/09,2009-1-01,0.63744724
920,415,2,,1769,-2.54593193,32.95869061,Mwanza,Magu,Mwamabanza,-2.53912,32.95571,Commercial Bank,National Microfinance Bank Plc,Yes,31/01/13,2013-1-01,0.82295108
921,334,1,,8075,-7.25735503,31.40100938,Rukwa,Nkansi,Namanyere,-7.50253,31.03958,Commercial Bank,National Microfinance Bank Plc,Yes,01/10/97,1997-10-01,48.24363373
921,332,2,,8075,-7.25735503,31.40100938,Rukwa,Sumbawanga Urban,Katandala,-7.95983,31.61096,Commercial Bank,National Microfinance Bank Plc,Yes,31/12/01,2001-12-01,81.07000538
922,180,1,,7042,-5.01688688,32.81029791,Tabora,Tabora Urban,Gongoni,-5.01904,32.80957,Commercial Bank,CRDB Bank Plc,Yes,13/02/14,2014-2-01,0.25141263
